timestamp,open,high,low,close,volume,taker_buy_vol,taker_sell_vol,num_trades
1773423000000,0.08974,0.08979,0.08921,0.08934,977962.0,487878.0,490084.0,2333
1773423900000,0.08935,0.09022,0.0891,0.0902,1198166.0,747384.0,450782.0,2373
1773424800000,0.09019,0.09074,0.09006,0.09042,1357362.0,621333.0,736029.0,2233
1773425700000,0.09041,0.09051,0.08986,0.09031,675901.0,369001.0,306900.0,1524
1773426600000,0.09033,0.09059,0.09003,0.09013,912924.0,400791.0,512133.0,1855
1773427500000,0.09012,0.09027,0.08983,0.09019,471327.0,165894.0,305433.0,874
1773428400000,0.09019,0.09036,0.08965,0.09029,764301.0,391408.0,372893.0,1598
1773429300000,0.09029,0.09044,0.09002,0.09014,174987.0,95438.0,79549.0,757
1773430200000,0.09013,0.09017,0.08983,0.08998,211284.0,120597.0,90687.0,755
1773431100000,0.08998,0.09028,0.08988,0.09012,308027.0,195392.0,112635.0,739
1773432000000,0.09011,0.09062,0.09,0.09056,359100.0,187326.0,171774.0,976
1773432900000,0.09055,0.09096,0.09041,0.09053,486703.0,276063.0,210640.0,1101
1773433800000,0.09053,0.09112,0.09042,0.09104,404118.0,183394.0,220724.0,1133
1773434700000,0.09103,0.09167,0.09074,0.09161,966713.0,513976.0,452737.0,1826
1773435600000,0.09161,0.09294,0.0916,0.09273,3655548.0,1743925.0,1911623.0,6074
1773436500000,0.09273,0.09316,0.09241,0.09272,1524239.0,574602.0,949637.0,2815
1773437400000,0.09278,0.09286,0.09116,0.09164,1389771.0,562971.0,826800.0,2173
1773438300000,0.09165,0.09252,0.0914,0.09234,854075.0,246657.0,607418.0,2061
1773439200000,0.09235,0.09284,0.09205,0.09229,820393.0,370372.0,450021.0,2218
1773440100000,0.09228,0.09229,0.09141,0.09166,667104.0,306949.0,360155.0,2023
1773441000000,0.09167,0.09213,0.09119,0.09196,787912.0,546642.0,241270.0,2744
1773441900000,0.09199,0.09279,0.09196,0.09263,699662.0,368596.0,331066.0,1600
1773442800000,0.09263,0.09271,0.09182,0.09207,673370.0,349641.0,323729.0,1887
1773443700000,0.09208,0.09219,0.09172,0.09172,336610.0,179062.0,157548.0,1057
1773444600000,0.09171,0.09195,0.09135,0.09155,520347.0,300106.0,220241.0,1415
1773445500000,0.09155,0.09229,0.09147,0.0922,383510.0,189258.0,194252.0,1008
1773446400000,0.09219,0.09236,0.09142,0.09147,940104.0,411730.0,528374.0,2100
1773447300000,0.09148,0.09157,0.09056,0.09102,821346.0,302576.0,518770.0,1588
1773448200000,0.09098,0.09145,0.0907,0.0907,562455.0,362411.0,200044.0,1391
1773449100000,0.0907,0.09089,0.09042,0.09068,535327.0,383944.0,151383.0,1344
1773450000000,0.09067,0.09091,0.09041,0.09066,700141.0,332749.0,367392.0,1575
1773450900000,0.09065,0.09091,0.0905,0.09059,563700.0,175456.0,388244.0,1250
1773451800000,0.09059,0.09059,0.08875,0.08917,2881278.0,914771.0,1966507.0,4470
1773452700000,0.08917,0.08991,0.089,0.08926,1270226.0,737502.0,532724.0,2502
1773453600000,0.08925,0.08949,0.08887,0.08917,1379423.0,893678.0,485745.0,3588
1773454500000,0.08917,0.08991,0.08908,0.08949,870545.0,511924.0,358621.0,2430
1773455400000,0.08949,0.09019,0.08923,0.08982,654558.0,344251.0,310307.0,1703
1773456300000,0.08983,0.09036,0.08968,0.09011,774526.0,369610.0,404916.0,1434
1773457200000,0.09011,0.09084,0.08994,0.09053,745750.0,397265.0,348485.0,1495
1773458100000,0.09054,0.09064,0.0901,0.09012,434006.0,230998.0,203008.0,1161
1773459000000,0.09012,0.09053,0.09005,0.09049,281869.0,169605.0,112264.0,976
1773459900000,0.09049,0.09057,0.09016,0.09024,338711.0,186107.0,152604.0,768
1773460800000,0.09024,0.09063,0.08991,0.0904,761425.0,461242.0,300183.0,1421
1773461700000,0.0904,0.09042,0.0901,0.09034,265407.0,112525.0,152882.0,852
1773462600000,0.09034,0.09087,0.09011,0.09081,481581.0,280130.0,201451.0,1114
1773463500000,0.09081,0.09106,0.09017,0.09034,377676.0,147239.0,230437.0,1021
1773464400000,0.09034,0.09047,0.08977,0.09022,531183.0,299861.0,231322.0,1293
1773465300000,0.09022,0.09079,0.0902,0.0907,467676.0,214660.0,253016.0,1150
1773466200000,0.0907,0.0907,0.09025,0.09068,764098.0,388914.0,375184.0,1700
1773467100000,0.09067,0.09112,0.09045,0.09112,312522.0,125543.0,186979.0,843
1773468000000,0.09113,0.09114,0.0903,0.09042,460919.0,178705.0,282214.0,1137
1773468900000,0.09042,0.0906,0.09,0.0906,604445.0,316914.0,287531.0,1329
1773469800000,0.09059,0.09103,0.09041,0.09079,820228.0,379616.0,440612.0,1927
1773470700000,0.09079,0.09136,0.09041,0.09124,962659.0,510911.0,451748.0,1819
1773471600000,0.09125,0.0914,0.09061,0.09109,724404.0,323927.0,400477.0,1759
1773472500000,0.09108,0.09126,0.09084,0.09107,333928.0,124223.0,209705.0,979
1773473400000,0.09107,0.09107,0.09032,0.09057,581666.0,316041.0,265625.0,1460
1773474300000,0.09056,0.09085,0.09043,0.09062,303707.0,182706.0,121001.0,946
1773475200000,0.09062,0.09144,0.09052,0.09127,650629.0,352055.0,298574.0,1562
1773476100000,0.09126,0.09133,0.09059,0.09068,401076.0,247803.0,153273.0,1186
1773477000000,0.09069,0.09081,0.09,0.0904,588526.0,264227.0,324299.0,1517
1773477900000,0.09041,0.09115,0.09041,0.09114,501070.0,235739.0,265331.0,1121
1773478800000,0.09115,0.09142,0.09075,0.09123,645560.0,326793.0,318767.0,1550
1773479700000,0.09124,0.09153,0.0909,0.09151,553137.0,366504.0,186633.0,1129
1773480600000,0.09151,0.09172,0.09124,0.09171,491606.0,205363.0,286243.0,1430
1773481500000,0.0917,0.09183,0.091,0.0911,797226.0,457225.0,340001.0,1619
1773482400000,0.09109,0.09128,0.09084,0.09103,414257.0,194937.0,219320.0,1291
1773483300000,0.09103,0.09135,0.0909,0.0909,437045.0,204989.0,232056.0,1354
1773484200000,0.0909,0.09161,0.09087,0.09128,338815.0,114958.0,223857.0,1305
1773485100000,0.09128,0.09205,0.09127,0.09188,658631.0,232388.0,426243.0,1467
1773486000000,0.09188,0.09259,0.09163,0.09238,1349640.0,671023.0,678617.0,2755
1773486900000,0.09237,0.09265,0.09217,0.09233,894418.0,392088.0,502330.0,2063
1773487800000,0.09234,0.09263,0.0921,0.09241,410100.0,193490.0,216610.0,1256
1773488700000,0.0924,0.09304,0.09236,0.09304,1300817.0,701450.0,599367.0,1925
1773489600000,0.09304,0.0945,0.09251,0.09282,4655503.0,2334624.0,2320879.0,7259
1773490500000,0.09283,0.09325,0.09198,0.09318,1942035.0,891051.0,1050984.0,3930
1773491400000,0.09319,0.094,0.09316,0.09376,1362113.0,523767.0,838346.0,3045
1773492300000,0.09377,0.09563,0.09368,0.09563,3329727.0,1958383.0,1371344.0,5726
1773493200000,0.09558,0.09741,0.09494,0.09707,6344081.0,3572570.0,2771511.0,12815
1773494100000,0.09705,0.09773,0.09533,0.09606,5394454.0,2344084.0,3050370.0,11788
1773495000000,0.09606,0.0984,0.09528,0.09803,8234590.0,4335092.0,3899498.0,13641
1773495900000,0.09803,0.09824,0.09608,0.09612,2741197.0,1273293.0,1467904.0,5953
1773496800000,0.09613,0.09752,0.09584,0.0962,2434656.0,1154884.0,1279772.0,5811
1773497700000,0.0962,0.09693,0.09578,0.09686,1920410.0,1098096.0,822314.0,4126
1773498600000,0.09686,0.09705,0.09574,0.09603,1927748.0,987717.0,940031.0,4564
1773499500000,0.09603,0.09675,0.09594,0.09667,1194546.0,584072.0,610474.0,2790
1773500400000,0.09668,0.097,0.0958,0.09643,1302959.0,721750.0,581209.0,4145
1773501300000,0.09642,0.09773,0.09622,0.09739,1802251.0,1007134.0,795117.0,4143
1773502200000,0.09739,0.09754,0.09635,0.09654,2807925.0,1300973.0,1506952.0,5212
1773503100000,0.09654,0.09877,0.09652,0.09796,3622056.0,2302269.0,1319787.0,7179
1773504000000,0.09794,0.09888,0.09762,0.09812,3357649.0,1720292.0,1637357.0,7653
1773504900000,0.09811,0.09821,0.09656,0.09716,2788486.0,1182567.0,1605919.0,5191
1773505800000,0.09717,0.09871,0.09717,0.09862,1869648.0,1026854.0,842794.0,4372
1773506700000,0.09862,0.09913,0.09765,0.0977,2257356.0,1175863.0,1081493.0,4963
1773507600000,0.0977,0.0978,0.09415,0.09501,6390401.0,2771696.0,3618705.0,9633
1773508500000,0.095,0.09608,0.09483,0.09583,2353620.0,1155298.0,1198322.0,4000
1773509400000,0.09584,0.09609,0.09535,0.09563,1051091.0,568833.0,482258.0,2645
1773510300000,0.09562,0.09572,0.09517,0.09561,918414.0,475145.0,443269.0,1861
1773511200000,0.09561,0.09655,0.09561,0.09639,1337931.0,665321.0,672610.0,4172
1773512100000,0.09639,0.09688,0.09581,0.09602,1173923.0,693840.0,480083.0,3269
1773513000000,0.096,0.09602,0.09509,0.09536,1105553.0,389890.0,715663.0,2192
1773513900000,0.09537,0.09545,0.09469,0.09499,1359744.0,583126.0,776618.0,2450
1773514800000,0.09502,0.09506,0.09434,0.09437,1246072.0,440560.0,805512.0,2534
1773515700000,0.09438,0.09533,0.09425,0.09518,1334063.0,818241.0,515822.0,3063
1773516600000,0.09519,0.09527,0.09439,0.09455,702858.0,355231.0,347627.0,1933
1773517500000,0.09454,0.09469,0.09424,0.09442,613215.0,299476.0,313739.0,1232
1773518400000,0.09441,0.09441,0.09318,0.09372,2177356.0,698436.0,1478920.0,3706
1773519300000,0.0937,0.0937,0.09215,0.09241,2141864.0,822056.0,1319808.0,3524
1773520200000,0.0924,0.09332,0.09239,0.0933,1408692.0,978392.0,430300.0,2816
1773521100000,0.09326,0.09326,0.09265,0.09277,816849.0,444586.0,372263.0,1604
1773522000000,0.09277,0.09377,0.09268,0.09371,1192680.0,668366.0,524314.0,2273
1773522900000,0.09372,0.09388,0.0933,0.09372,813882.0,546483.0,267399.0,1222
1773523800000,0.09372,0.09458,0.09351,0.09429,1014493.0,529743.0,484750.0,1884
1773524700000,0.0943,0.09501,0.09422,0.09493,867859.0,615945.0,251914.0,1517
1773525600000,0.09492,0.09554,0.09431,0.09528,1254437.0,625681.0,628756.0,2606
1773526500000,0.09528,0.09537,0.09435,0.09482,765323.0,216159.0,549164.0,1625
1773527400000,0.09481,0.09518,0.09461,0.09463,640012.0,319939.0,320073.0,1300
1773528300000,0.09463,0.09472,0.09441,0.09472,264828.0,93155.0,171673.0,768
1773529200000,0.09469,0.09483,0.09411,0.09421,757109.0,297100.0,460009.0,1803
1773530100000,0.09421,0.09448,0.09391,0.09426,555692.0,345457.0,210235.0,2266
1773531000000,0.09427,0.09484,0.09422,0.09464,441554.0,326242.0,115312.0,1801
1773531900000,0.09464,0.09503,0.09463,0.09499,414078.0,316131.0,97947.0,1032
1773532800000,0.09498,0.09517,0.09392,0.09414,990676.0,421096.0,569580.0,2437
1773533700000,0.09413,0.09426,0.09326,0.09371,1187264.0,459885.0,727379.0,2357
1773534600000,0.0937,0.09414,0.09342,0.09352,786528.0,290960.0,495568.0,1627
1773535500000,0.09352,0.09363,0.09282,0.09287,1147921.0,480185.0,667736.0,2111
1773536400000,0.09287,0.09317,0.09211,0.09259,1253390.0,619682.0,633708.0,2281
1773537300000,0.09259,0.09259,0.09184,0.09198,1072164.0,356010.0,716154.0,2101
1773538200000,0.092,0.09222,0.09152,0.09206,1411284.0,651785.0,759499.0,2416
1773539100000,0.09206,0.09212,0.09157,0.09174,803678.0,541035.0,262643.0,1741
1773540000000,0.09174,0.09229,0.09174,0.09219,938407.0,517919.0,420488.0,2415
1773540900000,0.0922,0.09224,0.0917,0.09177,676358.0,277958.0,398400.0,1541
1773541800000,0.09177,0.09234,0.09168,0.09229,546772.0,391529.0,155243.0,1576
1773542700000,0.09229,0.09261,0.0921,0.0922,1099883.0,504819.0,595064.0,2310
1773543600000,0.09219,0.09261,0.09213,0.09226,774391.0,421369.0,353022.0,1769
1773544500000,0.09226,0.09239,0.09179,0.09205,682440.0,247807.0,434633.0,1623
1773545400000,0.09205,0.09228,0.09187,0.09201,373324.0,218252.0,155072.0,1162
1773546300000,0.09201,0.09201,0.09175,0.09195,357352.0,155777.0,201575.0,881
1773547200000,0.09195,0.09249,0.09193,0.09246,547483.0,392589.0,154894.0,1501
1773548100000,0.09244,0.09294,0.09231,0.09282,575399.0,397922.0,177477.0,1516
1773549000000,0.09283,0.09348,0.09262,0.09333,894277.0,455867.0,438410.0,1999
1773549900000,0.0934,0.09349,0.0926,0.09318,1333385.0,647736.0,685649.0,2538
1773550800000,0.09318,0.09413,0.09315,0.09399,1079758.0,648052.0,431706.0,2232
1773551700000,0.09401,0.09536,0.094,0.09521,1927459.0,1123134.0,804325.0,3648
1773552600000,0.09521,0.09561,0.09464,0.09483,1463732.0,689152.0,774580.0,3002
1773553500000,0.09483,0.09527,0.09392,0.09417,1221194.0,391875.0,829319.0,3025
1773554400000,0.09417,0.09468,0.094,0.09464,707671.0,437354.0,270317.0,3963
1773555300000,0.09464,0.09492,0.09402,0.09404,769131.0,413057.0,356074.0,3188
1773556200000,0.09405,0.09406,0.09321,0.09334,1280791.0,447017.0,833774.0,2394
1773557100000,0.09333,0.09344,0.09309,0.09333,520881.0,236023.0,284858.0,1159
1773558000000,0.09333,0.09337,0.09288,0.09303,1111082.0,510173.0,600909.0,1897
1773558900000,0.09303,0.09334,0.09292,0.09297,316859.0,136657.0,180202.0,786
1773559800000,0.09297,0.09347,0.09283,0.0931,520234.0,246369.0,273865.0,1114
1773560700000,0.0931,0.09333,0.09274,0.09327,522262.0,172707.0,349555.0,1296
1773561600000,0.09326,0.09335,0.09285,0.09299,810700.0,475045.0,335655.0,1514
1773562500000,0.09299,0.09321,0.0929,0.09321,378014.0,188043.0,189971.0,809
1773563400000,0.09318,0.09385,0.09316,0.09365,643683.0,407510.0,236173.0,1402
1773564300000,0.09365,0.0946,0.09364,0.0946,1307157.0,764003.0,543154.0,2328
1773565200000,0.0946,0.09539,0.09444,0.09466,1546409.0,785151.0,761258.0,4644
1773566100000,0.09466,0.09523,0.0943,0.09438,1126404.0,527761.0,598643.0,2780
1773567000000,0.09439,0.09488,0.094,0.09455,990480.0,547637.0,442843.0,2142
1773567900000,0.09455,0.09476,0.09415,0.09432,515270.0,229754.0,285516.0,1261
1773568800000,0.09432,0.09433,0.09338,0.09387,1700319.0,715893.0,984426.0,2767
1773569700000,0.09387,0.09388,0.09333,0.09337,708683.0,267890.0,440793.0,1378
1773570600000,0.09337,0.09373,0.09335,0.09351,404814.0,181707.0,223107.0,1126
1773571500000,0.09351,0.09404,0.09323,0.09385,707173.0,475118.0,232055.0,1657
1773572400000,0.09385,0.09429,0.09343,0.09359,1677880.0,549333.0,1128547.0,2620
1773573300000,0.09359,0.09394,0.09344,0.09393,321371.0,158961.0,162410.0,987
1773574200000,0.0939,0.0948,0.09389,0.09425,580209.0,238631.0,341578.0,1563
1773575100000,0.09426,0.09518,0.09418,0.09511,1084371.0,630957.0,453414.0,1893
1773576000000,0.09512,0.09515,0.09396,0.09466,1366391.0,616376.0,750015.0,4457
1773576900000,0.09466,0.09493,0.0944,0.09457,697217.0,336083.0,361134.0,2665
1773577800000,0.09457,0.09482,0.09416,0.09416,484609.0,174541.0,310068.0,1178
1773578700000,0.09419,0.09433,0.09368,0.09408,594352.0,211903.0,382449.0,1300
1773579600000,0.09407,0.09445,0.09367,0.09438,1036015.0,489891.0,546124.0,2262
1773580500000,0.09437,0.0954,0.09419,0.09518,1188092.0,682659.0,505433.0,2688
1773581400000,0.09518,0.0958,0.09484,0.09519,1890579.0,813913.0,1076666.0,3646
1773582300000,0.09519,0.09568,0.09488,0.09553,764306.0,366486.0,397820.0,1751
1773583200000,0.09554,0.09667,0.09554,0.09588,1712489.0,804443.0,908046.0,3542
1773584100000,0.09587,0.09658,0.09577,0.09638,753018.0,320159.0,432859.0,1756
1773585000000,0.09638,0.09647,0.09569,0.09582,778164.0,400437.0,377727.0,1854
1773585900000,0.09581,0.09639,0.09555,0.09628,728669.0,340384.0,388285.0,1849
1773586800000,0.09627,0.09679,0.09602,0.09634,648516.0,350616.0,297900.0,1975
1773587700000,0.09634,0.09676,0.09614,0.09629,815666.0,352994.0,462672.0,1908
1773588600000,0.09629,0.09647,0.09598,0.09636,582781.0,264419.0,318362.0,1536
1773589500000,0.09636,0.09646,0.09576,0.09607,605433.0,205540.0,399893.0,1437
1773590400000,0.09608,0.09649,0.09596,0.09635,629482.0,308313.0,321169.0,1548
1773591300000,0.09635,0.09641,0.09476,0.09546,2049488.0,959840.0,1089648.0,3113
1773592200000,0.09546,0.09581,0.09518,0.0957,755995.0,320630.0,435365.0,1616
1773593100000,0.09571,0.09606,0.09555,0.096,487138.0,286171.0,200967.0,1129
1773594000000,0.096,0.096,0.09498,0.09543,900301.0,482099.0,418202.0,1804
1773594900000,0.09544,0.09644,0.09532,0.09617,635576.0,374279.0,261297.0,1678
1773595800000,0.09616,0.09703,0.09611,0.09654,782072.0,314794.0,467278.0,2293
1773596700000,0.09654,0.09697,0.09591,0.09658,902173.0,395052.0,507121.0,2299
1773597600000,0.09659,0.09703,0.09635,0.09674,852791.0,304247.0,548544.0,2204
1773598500000,0.09673,0.09722,0.09665,0.09682,488323.0,240691.0,247632.0,2070
1773599400000,0.09682,0.09703,0.09663,0.09676,386280.0,155050.0,231230.0,1844
1773600300000,0.09675,0.09675,0.09583,0.09608,898517.0,366821.0,531696.0,2056
