timestamp,funding_rate
1773633600006,-0.00323964
1773648000010,-0.0013534
1773662400002,-0.00109943
1773676800000,-0.00073593
1773691200001,-0.0023731
1773705600000,0.00017144
1773720000008,0.00055679
1773734400002,-0.00024906
1773748800012,-0.00046898
1773763200011,-0.00012121
1773777600000,-0.00016445
1773792000002,-0.00017153
1773806400000,-0.00050274
1773820800002,-0.00069674
1773835200001,-0.00116279
1773849600005,-0.00084529
1773864000008,-0.00118099
1773878400000,-0.00134762
1773892800000,-0.00093084
1773907200003,-0.0016955
1773921600002,-0.00021883
1773936000003,0.00005
1773950400000,0.00005
1773964800002,0.00005
1773979200008,0.00005
1773993600000,0.00005
1774008000000,0.00005
1774022400000,0.00005
1774036800007,0.00005
1774051200000,0.00005
1774065600002,0.00005
1774080000000,0.00005
1774094400003,0.00005
1774108800014,0.00005
1774123200000,0.00005
1774137600012,0.00005
1774152000003,0.00011153
1774166400007,-0.00302217
1774180800000,-0.01392081
1774195200002,-0.02
1774198800005,-0.00335713
1774202400008,-0.00072124
1774206000002,-0.00019453
1774209600000,-0.00099899
1774213200000,-0.00139619
1774216800010,-0.00030321
1774220400000,-0.00049457
1774224000000,-0.00044747
1774227600001,-0.00054321
1774231200000,-0.00049857
1774234800000,-0.00051251
1774238400000,-0.00083913
1774242000000,-0.00043978
1774245600012,-0.00022023
1774249200000,-0.00031435
1774252800003,-0.00018838
1774256400002,-0.00041121
1774260000003,-0.00043792
1774263600007,-0.00109993
1774267200000,-0.0031446
1774270800002,-0.00275972
1774274400004,-0.00181636
1774278000002,-0.00168994
1774281600002,-0.00118604
1774285200000,-0.00102796
1774288800000,-0.00082611
1774292400010,-0.00067034
1774296000000,-0.00047184
1774299600001,-0.00049003
1774303200001,-0.00039362
1774306800000,-0.00068625
1774310400000,-0.00051005
1774314000013,-0.00020196
1774317600003,0.0000125
1774321200000,0.0000125
1774324800001,-0.00020045
1774328400003,-0.00034644
1774332000022,-0.00087935
1774335600001,-0.00082258
1774339200000,-0.00070214
1774342800003,-0.00063479
1774346400000,-0.00062311
1774350000000,-0.00123065
1774353600000,-0.00085635
1774357200000,-0.00121424
1774360800000,-0.00058826
1774364400000,-0.00073249
1774368000003,-0.00064536
1774371600000,-0.00085478
1774375200001,-0.0006412
1774378800010,-0.00052166
1774382400000,-0.00053417
1774386000002,-0.00055102
1774389600002,-0.00043552
1774393200000,-0.00024194
1774396800000,-0.00031924
1774400400001,-0.00034984
1774404000000,-0.00241472
1774407600010,-0.00297961
1774411200000,-0.00158198
1774414800000,-0.00171314
1774418400001,-0.00108591
1774422000000,-0.00074504
1774425600000,-0.00042524
1774429200001,-0.00044711
1774432800001,-0.00030322
1774436400010,-0.00013369
1774440000005,-0.00009101
1774443600004,-0.00002686
1774447200006,-0.00050217
1774450800000,-0.00015873
1774454400013,-0.00034224
1774458000001,-0.00042449
1774461600000,-0.00045225
1774465200000,-0.00025167
1774468800001,-0.00061916
1774472400000,-0.00099747
1774476000011,-0.00047493
1774479600005,-0.0003746
1774483200001,-0.00019924
1774486800006,-0.00030651
1774490400001,-0.00077655
1774494000000,-0.00078466
1774497600002,-0.00069529
1774501200000,-0.00046845
1774504800008,-0.00071624
1774508400003,-0.00050971
1774512000001,-0.00044871
1774515600001,-0.00029993
1774519200000,-0.00084471
1774522800003,-0.00074584
1774526400000,-0.00061986
1774530000000,-0.00052801
1774533600001,-0.00044204
1774537200000,-0.00038138
1774540800000,-0.00115544
1774544400000,-0.00283124
1774548000000,-0.00260691
1774551600000,-0.00225959
1774555200003,-0.00159757
1774558800000,-0.00122113
1774562400000,-0.00090108
1774566000000,-0.00061887
1774569600006,-0.00069933
1774573200002,-0.00068183
1774576800000,-0.00030483
1774580400000,0.00005748
1774584000001,0.0000125
1774587600007,0.00025601
1774591200009,0.00045202
1774594800003,0.00028013
1774598400000,0.00037845
1774602000000,0.0000161
1774605600000,0.0000125
1774609200006,0.0000125
1774612800002,0.00011781
1774616400000,0.00035985
1774620000000,0.00016247
1774623600000,0.00008804
1774627200000,0.0000217
1774630800001,0.0000125
1774634400003,-0.00001128
1774638000002,0.00007544
1774641600000,0.0000125
1774645200000,0.0000125
1774648800006,0.0000125
1774652400000,0.00013368
1774656000005,0.00063419
1774659600003,0.00019765
1774663200003,0.0000125
1774666800013,0.00006183
1774670400003,-0.00011219
1774674000005,-0.00234271
1774677600000,-0.0012602
1774681200008,-0.00076415
1774684800005,-0.00081327
1774688400005,-0.00055082
1774692000000,-0.00069367
1774695600000,-0.00059503
1774699200006,-0.00042405
1774702800000,-0.0005047
1774706400000,-0.00014759
1774710000000,-0.00031273
1774713600000,-0.00004457
1774717200000,-0.00121041
1774720800000,-0.00223233
1774724400000,-0.00378091
1774728000003,-0.00365259
1774731600000,-0.00311337
1774735200006,-0.00178396
1774738800014,-0.00185886
1774742400003,-0.0013268
1774746000000,-0.0021591
1774749600002,-0.00180467
1774753200000,-0.0019967
1774756800000,-0.00151992
1774760400000,-0.00158215
1774764000000,-0.00110508
1774767600014,-0.00088793
1774771200001,-0.00099217
